s,d,t
226,388,23.66264533
554,443,23.66581164
3,759,23.66637454
3,759,23.67031485
3,759,23.67108884
637,99,23.6711592
3,412,23.68171358
226,387,23.68466881
554,734,23.68586497
3,490,23.68959419
49,290,23.7008522
3,90,23.70936607
93,290,23.71323601
149,759,23.71344709
3,90,23.71436181
395,869,23.71569869
269,90,23.71985009
3,244,23.72006117
93,510,23.72850468
3,759,23.72941939
3,392,23.7333597
149,759,23.74278828
269,90,23.74278828
133,592,23.74785438
871,99,23.75249831
127,205,23.75735333
127,387,23.76044928
435,734,23.77191838
435,734,23.7737478
637,741,23.78261348
392,869,23.78416146
392,869,23.784654
435,295,23.78789067
392,412,23.78894611
839,244,23.79295678
435,244,23.79598237
392,388,23.80611458
3,96,23.81526171
871,240,23.82743443
871,240,23.83496322
429,852,23.83608902
393,290,23.84593978
395,443,23.87309973
433,97,23.87626604
395,388,23.87901018
395,734,23.88435774
395,290,23.89146435
433,443,23.9009633
393,290,23.90891427
486,94,23.9208759
392,388,23.92622346
395,388,23.9300934
867,493,23.9340337
392,388,23.93438551
71,736,23.93544095
395,388,23.93649639
392,388,23.93917017
71,592,23.93938125
71,387,23.9407885
395,388,23.9419143
392,388,23.94501026
395,388,23.95310195
104,389,23.95401666
392,388,23.95985676
395,388,23.9631638
5,388,23.97428108
392,388,23.98131733
395,388,23.9858909
392,388,23.99046447
395,388,23.99433441
133,592,24.00488879
119,90,24.00685894
766,290,24.01051779
437,766,24.02374595
776,395,24.03106366
55,284,24.03591868
231,148,24.04105514
51,387,24.04189949
393,290,24.04386964
624,236,24.05920868
227,244,24.07475881
5,388,24.07701041
98,392,24.08306159
98,855,24.08777588
193,102,24.08819805
193,740,24.09080147
193,393,24.09650084
424,388,24.10205948
40,245,24.1279529
40,867,24.13871837
40,585,24.14343266
389,592,24.15877169
389,868,24.16228982
372,452,24.1677781
333,386,24.18480584
363,244,24.1940937
709,592,24.19768219
363,867,24.20514062
224,226,24.22252017
124,389,24.22266089
3,90,24.22631975
486,443,24.23018969
224,767,24.23300419
3,759,24.23462253
556,90,24.23968863
3,412,24.24461401
193,290,24.24503619
3,96,24.25073555
3,90,24.25369078
760,108,24.25573129
3,96,24.26311936
98,389,24.26959272
556,90,24.27107033
395,766,24.27388483
3,156,24.27930275
395,295,24.28711299
3,497,24.29006822
193,284,24.29119402
362,759,24.2949936
224,393,24.2949936
3,498,24.29879318
224,387,24.30568871
362,244,24.30632197
362,767,24.3098401
3,197,24.30998082
193,284,24.31054372
224,390,24.31356931
362,867,24.31631345
392,388,24.32074629
362,90,24.32327935
3,759,24.3308785
412,637,24.33446699
875,308,24.33502989
392,412,24.33559279
3,90,24.33805548
167,105,24.33911092
3,412,24.34445847
3,392,24.34882095
394,395,24.35065038
412,152,24.35444996
854,736,24.35691265
123,106,24.35740518
3,90,24.36233056
3,759,24.3645118
854,736,24.3650747
3,759,24.36627087
875,740,24.36802993
394,585,24.36901501
875,757,24.37105552
519,538,24.37126661
519,538,24.37197023
224,767,24.37351821
519,387,24.37358857
538,296,24.37415147
394,388,24.3748551
519,443,24.3748551
519,734,24.3765438
445,389,24.38076555
392,412,24.38463549
363,767,24.3849873
538,759,24.38533912
538,490,24.38695746
394,412,24.39673785
898,236,24.39828583
735,639,24.40616643
735,855,24.41003637
359,850,24.41833916
247,763,24.42854173
705,106,24.4334671
375,196,24.43663342
705,445,24.43994046
375,760,24.44465475
587,736,24.44873578
445,196,24.45155028
31,106,24.46020487
31,868,24.47279977
618,93,24.47645862
554,642,24.47751406
554,495,24.48616866
244,230,24.48666119
98,99,24.48736482
618,448,24.49475289
98,855,24.49813029
392,388,24.49827102
153,448,24.49890428
618,102,24.50530727
103,443,24.50868467
618,757,24.50868467
618,868,24.511077
244,643,24.51325824
227,244,24.51572093
220,154,24.51628383
244,851,24.51804289
103,386,24.523109
103,585,24.52845655
103,155,24.53507063
95,767,24.53507063
227,734,24.54780625
100,869,24.55364635
709,736,24.55800882
100,869,24.55962716
709,868,24.56131586
100,869,24.56356747
3,640,24.56413037
435,869,24.56420073
3,639,24.5693372
435,762,24.57391076
362,387,24.57939904
712,585,24.58038412
389,636,24.58305789
244,290,24.58523913
133,592,24.58573167
362,759,24.58615385
559,870,24.58763146
362,90,24.58889799
393,734,24.58917944
3,639,24.59051632
362,244,24.59072741
244,91,24.59192358
149,759,24.59290865
637,108,24.5960046
1,741,24.59748222
709,636,24.59797475
637,741,24.59973382
393,230,24.60128179
712,290,24.60191506
709,592,24.6035334
31,594,24.61056965
395,93,24.61697264
395,395,24.61859098
870,878,24.62647159
395,388,24.62661231
395,388,24.62858247
494,443,24.63048225
125,757,24.63308567
227,244,24.63864431
103,290,24.63927757
227,95,24.63977011
227,364,24.65018377
821,104,24.66650788
447,365,24.66988528
363,767,24.67262942
672,656,24.67333305
437,766,24.68297272
745,878,24.68430961
709,642,24.68663157
538,759,24.68691302
821,762,24.68803882
103,585,24.68895354
437,364,24.68993861
5,594,24.69190876
437,295,24.6929642
363,93,24.69831176
120,241,24.70232242
743,99,24.7055591
349,761,24.71111774
596,363,24.73138216
428,387,24.73293013
428,878,24.74052929
308,290,24.74116255
870,293,24.74826917
435,295,24.75206875
743,362,24.75326491
308,236,24.75650159
745,878,24.75826065
153,363,24.75931609
747,241,24.76156769
444,494,24.77592165
444,738,24.78640567
444,758,24.7904867
39,387,24.80146326
126,874,24.81075112
100,850,24.81110293
127,868,24.81729483
126,104,24.82010934
709,868,24.82053151
127,867,24.82088332
372,90,24.82102405
764,736,24.82214985
126,103,24.82440145
127,389,24.82545689
873,589,24.82728632
102,388,24.83143771
126,735,24.83143771
126,493,24.83657417
120,241,24.84107738
220,640,24.84361043
319,363,24.84600276
126,452,24.84790255
596,94,24.8498727
363,867,24.85085777
126,635,24.85226502
873,642,24.85367227
389,868,24.8555017
392,388,24.8555017
126,159,24.8571904
435,361,24.85817548
31,360,24.86373412
392,869,24.86675971
126,868,24.86823732
184,850,24.86936312
362,90,24.87604757
102,388,24.87935461
887,392,24.87942497
98,392,24.88589832
887,389,24.88674267
224,767,24.88751666
362,244,24.8880092
362,448,24.89209023
392,388,24.8936382
887,392,24.89434183
887,392,24.89525654
31,495,24.89694524
887,94,24.89954866
102,388,24.90180026
392,388,24.90370005
437,767,24.93022673
372,90,24.93064891
631,389,24.93360414
554,495,24.94648048
363,767,24.94985789
3,412,24.95217985
8,90,24.95225021
3,759,24.96217133
8,759,24.9644933
3,759,24.96533765
3,759,24.96604127
3,759,24.96892614
100,869,24.96991121
587,736,24.97075556
3,759,24.97096665
8,757,24.97167028
254,360,24.97983233
8,412,24.98116922
3,490,24.98187285
374,878,24.98525025
3,759,24.98651678
193,102,24.98736113
547,395,24.99474919
3,90,24.99678971
709,642,24.99693043
894,222,24.99819696
709,738,24.99826732
3,156,25.00016711
374,736,25.00101146
3,412,25.00621829
3,412,25.00790699
308,358,25.00804772
8,290,25.00832917
547,451,25.01262128
374,387,25.01445071
547,498,25.01487288
8,387,25.01613941
8,244,25.02183878
98,94,25.02212023
8,760,25.02556799
49,106,25.02584944
432,876,25.02627162
3,244,25.02634198
388,387,25.02803068
98,392,25.02866395
8,90,25.03077482
894,766,25.0317599
388,638,25.03274497
49,290,25.03281534
3,90,25.03380041
8,759,25.0340115
547,236,25.0362631
3,90,25.03661491
495,443,25.03816289
226,387,25.0385147
3,639,25.03865543
3,639,25.0407663
149,759,25.04477697
422,360,25.04498806
3,640,25.04526951
8,412,25.04646567
3,759,25.04864691
3,759,25.04956162
547,297,25.05075779
3,759,25.05103924
149,759,25.05455737
519,638,25.05863839
486,538,25.05913093
428,538,25.06581537
823,484,25.07081111
422,365,25.07306272
792,387,25.0802397
149,759,25.08298384
422,589,25.0830542
220,640,25.08333565
285,296,25.08615015
822,108,25.09241242
335,99,25.09797106
125,743,25.11007342
422,412,25.11373227
269,90,25.1166875
871,91,25.12977493
362,767,25.13090074
821,104,25.13118219
362,90,25.13842953
226,642,25.14194766
98,99,25.14405853
8,90,25.14518433
422,871,25.14778775
362,759,25.14849137
362,759,25.14954681
8,490,25.14989863
8,240,25.15320567
422,451,25.15517582
759,494,25.15911612
8,759,25.16193062
745,878,25.16945942
870,878,25.17037413
1,870,25.17065558
870,878,25.17086667
759,103,25.19640827
8,152,25.20562577
712,290,25.20766628
547,641,25.21146586
270,356,25.23060447
827,290,25.23932943
39,594,25.24467698
422,91,25.24495844
547,106,25.24608424
547,106,25.24650641
39,231,25.25494992
708,484,25.25516101
547,388,25.25593499
270,371,25.25825696
270,484,25.26205654
422,594,25.26416741
822,290,25.26508213
39,152,25.26852989
121,226,25.27106294
270,495,25.27444035
270,370,25.27626977
39,290,25.27788811
871,484,25.27802884
270,290,25.27936572
39,495,25.28246168
270,395,25.28626125
39,758,25.28752778
871,91,25.28816104
39,491,25.29041264
270,484,25.29062373
39,226,25.29273461
333,386,25.29442331
270,594,25.29477512
190,389,25.30793292
746,850,25.30821437
270,388,25.30884763
871,99,25.3094809
270,740,25.31257685
220,757,25.31391374
871,240,25.31405446
270,372,25.31489881
371,443,25.3184873
39,369,25.31954274
871,296,25.32052782
270,369,25.32123144
333,92,25.32130181
39,387,25.32608646
39,308,25.3271419
39,308,25.32756407
270,387,25.33009712
375,297,25.33066003
375,241,25.33298199
375,196,25.33509287
261,369,25.33741483
393,290,25.3431142
261,495,25.34416964
261,373,25.34571761
812,387,25.34642124
31,360,25.3481803
31,495,25.35275387
270,375,25.35317604
31,594,25.3568349
270,484,25.3573978
31,448,25.35929758
31,394,25.3602123
261,356,25.36218245
31,106,25.36626348
270,379,25.3669671
31,389,25.3692187
261,370,25.36964088
270,736,25.37161103
8,290,25.37344046
270,379,25.37815475
270,376,25.37963236
39,387,25.3806878
635,108,25.38652789
712,240,25.38709079
31,360,25.38737224
220,394,25.38863877
712,388,25.39201617
8,290,25.39243835
363,759,25.39933388
363,759,25.40053004
363,759,25.40151512
363,759,25.40214838
363,759,25.40334454
363,759,25.40552578
363,759,25.40601832
363,759,25.4086921
149,759,25.40883282
363,759,25.40918464
363,759,25.41171769
363,759,25.41256204
363,759,25.41326566
363,759,25.41502473
363,759,25.41593944
363,759,25.41650234
363,759,25.4171356
363,759,25.41797995
363,759,25.41875394
363,759,25.41924648
166,538,25.42593092
388,757,25.42790107
712,290,25.43170065
512,97,25.43451515
428,538,25.43500769
8,759,25.44021452
587,736,25.44605461
166,538,25.44879875
712,585,25.45069854
813,356,25.45745335
8,290,25.45815697
512,226,25.46132329
8,290,25.46160474
83,159,25.46434888
494,104,25.46603758
494,103,25.47546616
434,222,25.47961755
512,389,25.48644272
813,369,25.48883505
494,308,25.49523804
434,767,25.49551949
149,759,25.49713783
434,295,25.49875617
813,374,25.49945979
149,759,25.50164103
434,95,25.50262611
826,762,25.50325937
261,387,25.50459626
580,443,25.5107178
434,734,25.51782442
514,445,25.52661974
514,391,25.53154512
514,394,25.53907391
83,738,25.54596944
8,96,25.54751742
579,739,25.54808032
434,290,25.5541315
434,852,25.56074558
93,290,25.56081594
51,387,25.56440443
435,767,25.56672639
83,739,25.56792256
93,388,25.56975198
93,870,25.57284793
93,870,25.57411446
435,852,25.57446627
8,759,25.57615497
580,740,25.57622534
579,738,25.57650679
93,107,25.5768586
435,871,25.58326159
93,152,25.58333196
580,389,25.58558356
65,759,25.59015712
435,388,25.59353453
579,293,25.59374561
609,92,25.59437888
435,388,25.59444924
93,102,25.59698229
823,359,25.59853027
435,869,25.59937462
83,387,25.59951534
826,443,25.60092259
636,757,25.60289275
34,740,25.60676269
296,498,25.60697377
764,736,25.60760704
636,757,25.60922538
359,734,25.61035118
93,295,25.61119553
826,387,25.61189915
895,393,25.6127435
686,389,25.61302495
580,491,25.61309532
435,290,25.61379894
93,510,25.61457293
686,389,25.62090556
435,356,25.62111665
686,92,25.62561985
712,49,25.62660493
435,375,25.62787145
686,49,25.62892689
579,53,25.62998233
712,49,25.63335973
149,759,25.63997381
871,240,25.64201433
871,240,25.64869877
435,762,25.65496103
712,95,25.65657937
435,375,25.65791626
712,364,25.66467107
686,49,25.66910391
686,49,25.66966681
777,868,25.67086297
90,393,25.67979902
871,387,25.68380968
871,445,25.68964977
237,452,25.69626385
579,159,25.70731077
93,290,25.71990567
93,290,25.72075002
777,293,25.72264981
777,593,25.72778628
871,484,25.73088223
777,735,25.73271166
482,294,25.73355601
226,222,25.74024045
93,585,25.74291423
93,388,25.74657308
579,740,25.75163918
83,740,25.75656456
188,188,25.75937906
712,290,25.76078632
353,393,25.7626861
353,875,25.76486734
503,734,25.76493771
353,55,25.77239614
580,391,25.77274795
712,585,25.77999529
353,443,25.78548357
373,734,25.7901275
353,452,25.79540469
83,636,25.81074373
577,105,25.82249428
90,867,25.84768407
373,442,25.85338344
373,393,25.85549431
90,734,25.85591649
90,737,25.85802736
374,736,25.86569688
373,739,25.86900392
373,739,25.87012972
187,387,25.87371821
580,52,25.87596982
187,387,25.87864359
64,52,25.87969903
580,51,25.88265426
579,739,25.88328752
373,236,25.88378006
856,236,25.89032378
831,387,25.89250502
187,376,25.89588242
706,159,25.89947091
706,736,25.92276091
706,105,25.93247095
580,876,25.94661382
437,767,26.13602981
437,852,26.13940722
854,736,26.99009049
820,222,27.01520992
820,395,27.03484107
726,874,27.04750633
726,308,27.04912467
820,393,27.05088374
766,874,27.12392007
677,443,27.13820367
335,99,27.15389451
184,852,27.18168772
118,850,27.22066858
820,442,27.27646608
833,642,27.2830098
56,284,27.2978563
631,389,27.32804183
677,360,27.34591392
631,236,27.36871139
447,242,27.37314423
64,737,27.46672643
93,585,27.49057933
747,850,27.4968416
93,290,27.4985303
93,290,27.50113372
637,108,27.52301647
747,874,27.52956019
422,585,27.53335977
434,95,27.56030862
422,393,27.56889286
267,159,27.57170736
422,871,27.57409968
395,869,27.57663274
395,388,27.58036195
422,594,27.58240247
395,734,27.58261355
267,197,27.58282464
422,594,27.58324682
422,594,27.58648349
133,636,27.59316794
93,585,27.59478628
93,388,27.59767114
267,159,27.60646646
422,240,27.62201658
422,240,27.62250912
422,240,27.62412746
538,490,27.65951982
98,91,27.6697224
709,105,27.72432374
428,387,27.72657534
428,387,27.72938984
132,108,27.73213398
709,636,27.73354123
580,740,27.7375519
709,736,27.73853697
709,738,27.74226619
709,642,27.74367344
822,240,27.75113187
826,762,27.76217879
678,451,27.76485257
826,443,27.78413191
395,388,27.78596133
93,388,27.79876732
580,443,27.79883768
221,428,27.80214472
753,236,27.8093217
580,52,27.8115733
826,387,27.81431744
678,395,27.81530252
678,395,27.82888249
285,296,27.84562878
871,296,27.85977165
871,99,27.86497848
441,874,27.88876102
871,392,27.89270133
73,226,27.90015976
389,736,27.90979943
389,868,27.91796148
441,738,27.92689753
256,437,27.95919394
256,492,27.97734748
871,91,28.03011939
495,447,28.04327719
477,766,28.04552879
435,222,28.04918765
395,766,28.05193179
477,294,28.06389342
477,150,28.07409599
435,91,28.07472925
435,762,28.09386787
477,594,28.09499367
359,97,28.09893397
435,290,28.09977832
821,738,28.1041408
477,295,28.10984017
435,852,28.11054379
375,150,28.12757153
821,104,28.12785298
709,736,28.12820479
363,95,28.13200437
363,95,28.13460779
375,759,28.14284021
374,736,28.15058009
374,878,28.15796815
435,436,28.15817924
435,436,28.15881251
435,436,28.15937541
435,436,28.16113447
435,295,28.16704492
374,159,28.17161849
374,105,28.17823257
618,868,28.18224324
592,45,28.19160146
363,867,28.19821554
618,393,28.19891916
618,102,28.20813666
871,91,28.21904285
352,443,28.22277207
538,759,28.27111114
153,363,28.27512181
583,870,28.27955465
362,759,28.28581691
538,743,28.28820924
881,226,28.29426042
583,734,28.29630094
153,448,28.29651202
